Timestamp,1. Which age group are you in?,2. What is your gender?,4. How would you describe your style?,3. Where do you live?,"5. Do you prefer Eastern or Western clothing, or both?",6. Pick your wardrobe essentials (Choose all that apply):,7. Who inspires your fashion choices?,8. How often do you buy new clothes?,9. Where do you usually buy clothes?,10. When do you like to shop the most?,11. What do you do when you have a fashion emergency?,12. Do you prefer designer brands for special events? ,"13. If you could choose one store to get unlimited clothes from, which would it be?",14. Has your style changed over age? ,15. Do you find it easy to find clothes that suit both your style and age?,16. Does society expect you to dress differently as you age? ,17. What is your average spending on clothes?,18. How much of your income goes to buying clothes?,"19. On a scale from 1 to 10, how much do you follow seasonal fashion trends?"
,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),"Western (Jeans, t-shirts, or modern outfits)","Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Abayas, Accessories  (Watches, handbags, jewelry)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),Local markets (Affordable and convenient),When the seasons change (Updating for summer or winter),I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"Over PKR 10,000",0-5% (Just the essentials),5
,45-54 (Style with experience),Male,Trendy (Up-to-date with fashion),Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Blazers/Jackets, Abayas, Sneakers, Accessories  (Watches, handbags, jewelry)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Malls (Dolmen, Emporium, etc.)",Eid!  (For festive outfits),Layer my clothes (To cover any issues),,"Your friends and family closet (Because their stuff is my stuff, and my stuff is definitely my stuff!)",,"Yes, it’s easy for me",,PKR 2000-5000,0-5% (Just the essentials),6
,25-34 (Class with a dash of fun),Female,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),"Western (Jeans, t-shirts, or modern outfits)","Shalwar Kameez, Kurtas, Jeans, Sneakers, Accessories  (Watches, handbags, jewelry)",Pinterest (It’s a mood board thing),Every 3-6 months (I plan my shopping throughout the year),"Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc), Boutiques (Unique and custom styles)","Eid!  (For festive outfits), Wedding season (For special occasion shopping)",I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Sometimes, it can be difficult",,PKR 2000-5000,"21% or more (Fashion is important to me, and I invest significantly in it)",6
,Under 18 (Rocking the teen trends),Male,Fusion (A mix of styles),Sindh (Because Karachi vibes are unmatched),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Dresses/Skirts, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)","Pinterest (It’s a mood board thing), Celebrities","Rarely (I prefer long-lasting, timeless pieces)","Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc), Boutiques (Unique and custom styles), Tailor-made (Clothes made just for you)",When the seasons change (Updating for summer or winter),Borrow something from a friend (When I need help),,Thrift stores (A treasure hunt every time),,"No, I struggle to find what I like",,Under PKR 2000,6-10% (Occasional updates to my wardrobe),10
,45-54 (Style with experience),Female,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Sneakers, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Friends and family,"Rarely (I prefer long-lasting, timeless pieces)","Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter), When I’m bored (Shopping for fun)",Borrow something from a friend (When I need help),,"Your friends and family closet (Because their stuff is my stuff, and my stuff is definitely my stuff!)",,"Yes, it’s easy for me",,PKR 2000-5000,21% or more (I invest significantly in my style),6
,18-24 (The trendsetter years),Male,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Blazers/Jackets, Accessories  (Watches, handbags, jewelry)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),Tailor-made (Clothes made just for you),"Eid!  (For festive outfits), When the seasons change (Updating for summer or winter)",Layer my clothes (To cover any issues),,Brands (I appreciate quality brands),,"Sometimes, it can be difficult",,PKR 2000-5000,6-10% (Occasional updates to my wardrobe),7
,35-44 (Balancing style and wisdom),Female,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans",Instagram (Influencers and hashtags guide me),Every 3-6 months (I plan my shopping throughout the year),"Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.)",When the seasons change (Updating for summer or winter),Layer my clothes (To cover any issues),,Brands (I appreciate quality brands),,"Sometimes, it can be difficult",,PKR 2000-5000,0-5% (Just the essentials),9
,55 and above (Timeless elegance),Male,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Dresses/Skirts, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)",Instagram (Influencers and hashtags guide me),Once a year (I update my wardrobe for different seasons),Designer stores (Brands like Khaadi or Amir Adnan),"Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter), Sale season (Taking advantage of discounts)",I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"PKR 5000-10,000",0-5% (Just the essentials),9
,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Jeans, Blazers/Jackets, Sneakers",Instagram (Influencers and hashtags guide me),Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Tailor-made (Clothes made just for you)",Wedding season (For special occasion shopping),Layer my clothes (To cover any issues),,"Your friends and family closet (Because their stuff is my stuff, and my stuff is definitely my stuff!)",,"Yes, it’s easy for me",,"Over PKR 10,000","0-5% (I stick to the basics, just the essentials)",6
,35-44 (Balancing style and wisdom),Female,"Casual (Relaxed, everyday wear), Other (I have my own unique style)",Islamabad (Stylish and serene),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Jeans, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),Local markets (Affordable and convenient),When the seasons change (Updating for summer or winter),Use safety pins (For quick fixes),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"PKR 5000-10,000",6-10% (I occasionally refresh my wardrobe with new items),8
,45-54 (Style with experience),Female,Other (I have my own unique style),Islamabad (Stylish and serene),Eastern (Shalwar Kameez all day),"Kurtas, Dresses/Skirts, Blazers/Jackets, Sneakers, Caps/Hats, Baggy shirts with cargo pants, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Celebrities,Only when I have to (When my clothes are worn out),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc), Boutiques (Unique and custom styles), Tailor-made (Clothes made just for you), Thrift stores (Landa Bazaar finds are the real gems)",Eid!  (For festive outfits),Layer my clothes (To cover any issues),,Brands (I appreciate quality brands),,"Sometimes, it can be difficult",,"PKR 5000-10,000","0-5% (I stick to the basics, just the essentials)",7
,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)","Pakistani Dramas (Because RUBAB and ADEEL slayed on Kabhi Tum Kabhi Mein), Instagram (Influencers and hashtags guide me)",Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter)",I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Sometimes, it can be difficult",,"PKR 5000-10,000","21% or more (Fashion is important to me, and I invest significantly in it)",4
,25-34 (Class with a dash of fun),Male,Formal (Dressed up for occasions),Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),"Shalwar Kameez, Jeans, Dresses/Skirts, Sneakers, Accessories  (Watches, handbags, jewelry)",Instagram (Influencers and hashtags guide me),Every month (I enjoy regular shopping),Local markets (Affordable and convenient),When the seasons change (Updating for summer or winter),I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"Over PKR 10,000","0-5% (I stick to the basics, just the essentials)",6
,25-34 (Class with a dash of fun),Female,Fusion (A mix of styles),Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),"Shalwar Kameez, Jeans, Blazers/Jackets, Sportswear/Gym Wear, Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Instagram (Influencers and hashtags guide me),Only when I have to (When my clothes are worn out),Designer stores (Brands like Khaadi or Amir Adnan),"Eid!  (For festive outfits), When the seasons change (Updating for summer or winter)",Use safety pins (For quick fixes),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"PKR 5000-10,000",6-10% (Occasional updates to my wardrobe),6
,35-44 (Balancing style and wisdom),Female,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),Shalwar Kameez,"Instagram (Influencers and hashtags guide me), Pinterest (It’s a mood board thing), Friends and family",Every month (I enjoy regular shopping),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc), Tailor-made (Clothes made just for you)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter), Sale season (Taking advantage of discounts)",I accept my fashion mistakes (I’m comfortable with my style),,Thrift stores (A treasure hunt every time),,"Yes, it’s easy for me",,PKR 2000-5000,6-10% (Occasional updates to my wardrobe),7
,25-34 (Class with a dash of fun),Female,Traditional (Cultural and classic),Khyber Pakhtunkhwa (Style from the mountains),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Dresses/Skirts, Blazers/Jackets, Abayas, Sneakers, Accessories  (Watches, handbags, jewelry)",Pakistani Dramas (Because RUBAB and ADEEL slayed on Kabhi Tum Kabhi Mein),Every month (I enjoy regular shopping),"Local markets (Affordable and convenient), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), Sale season (Taking advantage of discounts)",I accept my fashion mistakes (I’m comfortable with my style),,"Your friends and family closet (Because their stuff is my stuff, and my stuff is definitely my stuff!)",,"Yes, it’s easy for me",,PKR 2000-5000,6-10% (Occasional updates to my wardrobe),7
,35-44 (Balancing style and wisdom),Female ,"Casual (Relaxed, everyday wear), Trendy (Up-to-date with fashion), Classic (Timeless and elegant), Other (I have my own unique style)",Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Blazers/Jackets, Polo shirt, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)","Instagram (Influencers and hashtags guide me), Pinterest (It’s a mood board thing), Friends and family",Only when I have to (When my clothes are worn out),"Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.)",When the seasons change (Updating for summer or winter),I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,PKR 2000-5000,0-5% (Just the essentials),5
,45-54 (Style with experience),Female,Formal (Dressed up for occasions),Sindh (Because Karachi vibes are unmatched),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Jeans, Blazers/Jackets, Abayas, Sneakers, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Tailor-made (Clothes made just for you)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), Sale season (Taking advantage of discounts)",Use safety pins (For quick fixes),,Brands (I appreciate quality brands),,"Sometimes, it can be difficult",,"PKR 5000-10,000",6-10% (Occasional updates to my wardrobe),10
,18-24 (The trendsetter years),Male,Trendy (Up-to-date with fashion),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Jeans, Sneakers",Instagram (Influencers and hashtags guide me),Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc)",When the seasons change (Updating for summer or winter),Layer my clothes (To cover any issues),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,PKR 2000-5000,6-10% (I occasionally refresh my wardrobe with new items),5
,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Eastern (Shalwar Kameez all day),"Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)","Pakistani Dramas (Because RUBAB and ADEEL slayed on Kabhi Tum Kabhi Mein), Instagram (Influencers and hashtags guide me)",Every 3-6 months (I plan my shopping throughout the year),"Malls (Dolmen, Emporium, etc.)",Wedding season (For special occasion shopping),I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,PKR 2000-5000,6-10% (Occasional updates to my wardrobe),8
